name	start_line	end_line	line_count	priority	recommendation
removeBaseStorageAtWithTrace	17873	17880	8	normal	leave until owning subsystem is clearer
moveInventorySelection	17933	17940	8	normal	leave until owning subsystem is clearer
recruitAvailabilityLine	18381	18388	8	normal	leave until owning subsystem is clearer
heatPressureBand	18427	18434	8	normal	leave until owning subsystem is clearer
restrictedStoredGoodsCount	18486	18493	8	normal	leave until owning subsystem is clearer
cargoNetworkTierName	18674	18681	8	normal	leave until owning subsystem is clearer
highestFactionMarketPressureFaction	19111	19118	8	normal	leave until owning subsystem is clearer
strategicRaidChance	19128	19135	8	normal	leave until owning subsystem is clearer
medicalStockCount	19219	19226	8	normal	leave until owning subsystem is clearer
playerMedicalGuidanceLines	19228	19235	8	normal	leave until owning subsystem is clearer
carriedMedicalAidCount	19270	19277	8	normal	leave until owning subsystem is clearer
hostilitySummary	19677	19684	8	normal	leave until owning subsystem is clearer
colorForTile	19763	19770	8	normal	leave until owning subsystem is clearer
markJvmProfileChanged	20133	20140	8	normal	leave until owning subsystem is clearer
togglePerformanceDiagnostics	20204	20211	8	normal	leave until owning subsystem is clearer
cycleCvdMode	20213	20220	8	normal	leave until owning subsystem is clearer
toggleHighContrastText	20222	20229	8	normal	leave until owning subsystem is clearer
drawIdleScreensaver	20637	20644	8	render	render helper candidate
activateSelectedButton	20711	20718	8	normal	leave until owning subsystem is clearer
mousePressed	21191	21198	8	normal	leave until owning subsystem is clearer
startGamepadInputEngine	574	580	7	normal	leave until owning subsystem is clearer
initFactionState	709	715	7	normal	leave until owning subsystem is clearer
logEvent	862	868	7	normal	leave until owning subsystem is clearer
requestApplicationExit	918	924	7	normal	leave until owning subsystem is clearer
toggleConsoleFlag	926	932	7	normal	leave until owning subsystem is clearer
npcConditionReadLine	2098	2104	7	normal	leave until owning subsystem is clearer
petOwnershipReadLine	2180	2186	7	normal	leave until owning subsystem is clearer
petAdoptionSaleReadLine	2188	2194	7	normal	leave until owning subsystem is clearer
pettingPermissionReadLine	2203	2209	7	normal	leave until owning subsystem is clearer
baseObjectWorkReadLine	2280	2286	7	normal	leave until owning subsystem is clearer
petSelectedLookPet	2305	2311	7	normal	leave until owning subsystem is clearer
shouldPlayerDieNow	3115	3121	7	normal	leave until owning subsystem is clearer
advanceTurnSleeping	3153	3159	7	normal	leave until owning subsystem is clearer
advanceTurn	3193	3199	7	normal	leave until owning subsystem is clearer
movementBaseTurnCost	3271	3277	7	normal	leave until owning subsystem is clearer
movementTurnCost	3279	3285	7	normal	leave until owning subsystem is clearer
slidePixelOffset	3420	3426	7	normal	leave until owning subsystem is clearer
npcSlideOffsetPixels	3434	3440	7	normal	leave until owning subsystem is clearer
maybePlayHeardSoundCue	3505	3511	7	normal	leave until owning subsystem is clearer
pathSeekingAlternates	3691	3697	7	normal	leave until owning subsystem is clearer
blockerLabel	4627	4633	7	normal	leave until owning subsystem is clearer
isPublicCorpseLocation	4684	4690	7	normal	leave until owning subsystem is clearer
randomTargetedCombatReward	4953	4959	7	normal	leave until owning subsystem is clearer
decaySoundPings	5622	5628	7	normal	leave until owning subsystem is clearer
addSoundPing	5831	5837	7	normal	leave until owning subsystem is clearer
tradeBuySupply	6355	6361	7	normal	leave until owning subsystem is clearer
npcGreet	6470	6476	7	normal	leave until owning subsystem is clearer
npcFactionLine	6558	6564	7	normal	leave until owning subsystem is clearer
conversationStandingLine	6566	6572	7	normal	leave until owning subsystem is clearer
hasCompletableContractForFaction	6616	6622	7	normal	leave until owning subsystem is clearer
tradeOfferOriginLine	6779	6785	7	normal	leave until owning subsystem is clearer
tradeAskTraderRumors	6862	6868	7	normal	leave until owning subsystem is clearer
recordPlayerNewsEvent	6914	6920	7	normal	leave until owning subsystem is clearer
recordProminentKillForNews	6922	6928	7	normal	leave until owning subsystem is clearer
oppositeEdge	7390	7396	7	normal	leave until owning subsystem is clearer
interactElevator	7412	7418	7	normal	leave until owning subsystem is clearer
beginDefenseBuildPlacement	7559	7565	7	normal	leave until owning subsystem is clearer
buildRequirementProblem	7692	7698	7	normal	leave until owning subsystem is clearer
constructionReadinessLine	7727	7733	7	normal	leave until owning subsystem is clearer
productionMachineStateLine	7822	7828	7	normal	leave until owning subsystem is clearer
productionRecipeReadLine	7830	7836	7	normal	leave until owning subsystem is clearer
reportProductionCeiling	8209	8215	7	normal	leave until owning subsystem is clearer
recordLatestLogisticsSourceReservation	8397	8403	7	normal	leave until owning subsystem is clearer
displayLatestLogisticsRouteIntent	8405	8411	7	normal	leave until owning subsystem is clearer
previewLatestManualHaulOrder	8413	8419	7	normal	leave until owning subsystem is clearer
recordLatestManualHaulContract	8421	8427	7	normal	leave until owning subsystem is clearer
preflightLatestManualHaulContract	8429	8435	7	normal	leave until owning subsystem is clearer
checkLatestLogisticsContractLifecycle	8437	8443	7	normal	leave until owning subsystem is clearer
cancelLatestLogisticsHaulContract	8445	8451	7	normal	leave until owning subsystem is clearer
executeLatestManualHaulContract	8453	8459	7	normal	leave until owning subsystem is clearer
bankAlarmPanelPreview	9329	9335	7	normal	leave until owning subsystem is clearer
persistentContainerIdForObject	9461	9467	7	normal	leave until owning subsystem is clearer
cleanupPersistentStockMarkerIfEmpty	9508	9514	7	normal	leave until owning subsystem is clearer
carryCapacity	9791	9797	7	normal	leave until owning subsystem is clearer
prepareZoneSplash	10055	10061	7	normal	leave until owning subsystem is clearer
openModsLauncherSurface	10560	10566	7	normal	leave until owning subsystem is clearer
scrollAuditZoneButtons	10612	10618	7	normal	leave until owning subsystem is clearer
toggleAuditTracePlayback	10696	10702	7	normal	leave until owning subsystem is clearer
selectInGameEditorTab	11075	11081	7	normal	leave until owning subsystem is clearer
inGameEditorSelectedPaletteItem	11124	11130	7	normal	leave until owning subsystem is clearer
auditTileHasInteractable	11685	11691	7	normal	leave until owning subsystem is clearer
isZoneAuditDropdownButton	11752	11758	7	normal	leave until owning subsystem is clearer
multiplayerContentRect	11848	11854	7	normal	leave until owning subsystem is clearer
resetKnowledgeTreeView	12225	12231	7	normal	leave until owning subsystem is clearer
zoneFixtureMeaning	13772	13778	7	normal	leave until owning subsystem is clearer
scrollEulaGate	13940	13946	7	normal	leave until owning subsystem is clearer
optionTabSafeRect	14243	14249	7	normal	leave until owning subsystem is clearer
moveSelectedButton	14496	14502	7	normal	leave until owning subsystem is clearer
roadSemanticKeyForArt	15680	15686	7	normal	leave until owning subsystem is clearer
overlayColor	16015	16021	7	normal	leave until owning subsystem is clearer
actionFeedColor	16073	16079	7	normal	leave until owning subsystem is clearer
drawModalScrim	16345	16351	7	render	render helper candidate
moveTargetInventorySelection	16408	16414	7	normal	leave until owning subsystem is clearer
transferContainerItemByName	17749	17755	7	normal	leave until owning subsystem is clearer
takeProvenanceForItem	17810	17816	7	normal	leave until owning subsystem is clearer
repairLegacyListsFromContainersIfNeeded	17900	17906	7	normal	leave until owning subsystem is clearer
stackedInventoryNames	17918	17924	7	normal	leave until owning subsystem is clearer
inspectSelectedInventoryItem	17947	17953	7	normal	leave until owning subsystem is clearer
factionMemberEquipmentCandidateLine	18333	18339	7	normal	leave until owning subsystem is clearer
isQuestOrEvidenceItem	18582	18588	7	normal	leave until owning subsystem is clearer
runCargoNetworkAudit	18683	18689	7	normal	leave until owning subsystem is clearer
applyFactionMarketPressureFromBusiness	19051	19057	7	normal	leave until owning subsystem is clearer
highestFactionMarketPressureLine	19120	19126	7	normal	leave until owning subsystem is clearer
roomSeenByPlayer	19659	19665	7	normal	leave until owning subsystem is clearer
cycleMapTileSize	19904	19910	7	normal	leave until owning subsystem is clearer
setDownscaleIndex	19974	19980	7	normal	leave until owning subsystem is clearer
toggleRenderStressTest	20002	20008	7	normal	leave until owning subsystem is clearer
pushCurrentScreenNarration	20245	20251	7	normal	leave until owning subsystem is clearer
ensureRuntimeTimerRunning	596	601	6	normal	leave until owning subsystem is clearer
applyNameLockedProfileCandidate	748	753	6	normal	leave until owning subsystem is clearer
clearExpiredOptionsState	826	831	6	normal	leave until owning subsystem is clearer
setConsoleStringFlag	940	945	6	normal	leave until owning subsystem is clearer
petAccessibilityReadLine	2196	2201	6	normal	leave until owning subsystem is clearer
roomContextReadLine	2288	2293	6	normal	leave until owning subsystem is clearer
vendingPreview	2468	2473	6	normal	leave until owning subsystem is clearer
emergencyMachinePreview	2528	2533	6	normal	leave until owning subsystem is clearer
owningFactionAt	2534	2539	6	normal	leave until owning subsystem is clearer
playerIsFactionMember	2552	2557	6	normal	leave until owning subsystem is clearer
totalBodyDamagePercent	2821	2826	6	normal	leave until owning subsystem is clearer
unlockKnowledge	2979	2984	6	normal	leave until owning subsystem is clearer
knownKnowledgeLines	2995	3000	6	normal	leave until owning subsystem is clearer
movementModeNoiseWord	3293	3298	6	normal	leave until owning subsystem is clearer
crippledLegCount	3377	3382	6	normal	leave until owning subsystem is clearer
movementSlideDurationMillis	3397	3402	6	normal	leave until owning subsystem is clearer
beginNpcTileSlide	3413	3418	6	normal	leave until owning subsystem is clearer
auditSimulationEfficiency	3658	3663	6	normal	leave until owning subsystem is clearer
decayTemporaryHostilities	3887	3892	6	normal	leave until owning subsystem is clearer
setLoadedShotsForWeapon	4165	4170	6	normal	leave until owning subsystem is clearer
fireModeAmmoCost	4191	4196	6	normal	leave until owning subsystem is clearer
restoreMapObjectUnderlyingTile	4367	4372	6	normal	leave until owning subsystem is clearer
seedSmokeCloud	4418	4423	6	normal	leave until owning subsystem is clearer
fireModeAccuracyModifier	4498	4503	6	normal	leave until owning subsystem is clearer
fireModeDamageModifier	4505	4510	6	normal	leave until owning subsystem is clearer
fireModeTimeCost	4512	4517	6	normal	leave until owning subsystem is clearer
nearbyWitnessCount	4704	4709	6	normal	leave until owning subsystem is clearer
factionControllingTile	4786	4791	6	normal	leave until owning subsystem is clearer
portableLightCacheDirty	5510	5515	6	normal	leave until owning subsystem is clearer
soundChance	5713	5718	6	normal	leave until owning subsystem is clearer
detectionObstructionPenalty	5782	5787	6	normal	leave until owning subsystem is clearer
noisePenaltyAt	5820	5825	6	normal	leave until owning subsystem is clearer
npcLeaveConversation	6536	6541	6	normal	leave until owning subsystem is clearer
tradeStockContextLine	6772	6777	6	normal	leave until owning subsystem is clearer
spendImperialScript	6875	6880	6	normal	leave until owning subsystem is clearer
mixNewSectorSeed	7311	7316	6	normal	leave until owning subsystem is clearer
interactSewerHatch	7398	7403	6	normal	leave until owning subsystem is clearer
interactSewerLadder	7405	7410	6	normal	leave until owning subsystem is clearer
adjacentOpenNearPlayer	7513	7518	6	normal	leave until owning subsystem is clearer
productionWorkerQueueLine	7850	7855	6	normal	leave until owning subsystem is clearer
contributeToConstructionSite	7959	7964	6	normal	leave until owning subsystem is clearer
cappedProductionQuality	8193	8198	6	normal	leave until owning subsystem is clearer
recruitOperableMachines	8308	8313	6	normal	leave until owning subsystem is clearer
staffableStations	8322	8327	6	normal	leave until owning subsystem is clearer
moveGeneratedProductionJobSelection	8499	8504	6	normal	leave until owning subsystem is clearer
factionJournalPreview	8998	9003	6	normal	leave until owning subsystem is clearer
canSellLeaderJournalsToINNAt	9051	9056	6	normal	leave until owning subsystem is clearer
compactStackSummary	9547	9552	6	normal	leave until owning subsystem is clearer
moveJob	9808	9813	6	normal	leave until owning subsystem is clearer
openSimulationEditorSuite	10568	10573	6	normal	leave until owning subsystem is clearer
openSectorAuditSurface	10577	10582	6	normal	leave until owning subsystem is clearer
auditZoneType	10584	10589	6	normal	leave until owning subsystem is clearer
stepAuditTrace	10704	10709	6	normal	leave until owning subsystem is clearer
moveAuditCursor	10741	10746	6	normal	leave until owning subsystem is clearer
multiplayerJoinDirect	10757	10762	6	normal	leave until owning subsystem is clearer
multiplayerJoinFavorite	10764	10769	6	normal	leave until owning subsystem is clearer
multiplayerJoinSteamFriend	10777	10782	6	normal	leave until owning subsystem is clearer
inGameEditorName	11058	11063	6	normal	leave until owning subsystem is clearer
inGameEditorEntity	11065	11070	6	normal	leave until owning subsystem is clearer
selectInGameEditorEntity	11082	11087	6	normal	leave until owning subsystem is clearer
editorInt	11330	11335	6	normal	leave until owning subsystem is clearer
drawSectorAuditCommandPanel	11795	11800	6	render	render helper candidate
multiplayerActionRect	11856	11861	6	normal	leave until owning subsystem is clearer
knowledgeModalRect	12191	12196	6	normal	leave until owning subsystem is clearer
drawKnowledgeTreeGrid	12428	12433	6	render	render helper candidate
scrollInfopediaDetail	12760	12765	6	normal	leave until owning subsystem is clearer
showTimedAlert	13880	13885	6	normal	leave until owning subsystem is clearer
assignButtonDebugIds	14195	14200	6	normal	leave until owning subsystem is clearer
commandSurfaceButtons	14357	14362	6	normal	leave until owning subsystem is clearer
buttonsInside	14376	14381	6	normal	leave until owning subsystem is clearer
sectorAuditTileIconMode	14658	14663	6	normal	leave until owning subsystem is clearer
auditMapCellW	14690	14695	6	normal	leave until owning subsystem is clearer
auditMapCellH	14697	14702	6	normal	leave until owning subsystem is clearer
interactionApproachStatusFor	15274	15279	6	normal	leave until owning subsystem is clearer
displayedInventoryStacks	16354	16359	6	normal	leave until owning subsystem is clearer
selectedInventoryStackName	16394	16399	6	normal	leave until owning subsystem is clearer
selectedTargetInventoryName	16401	16406	6	normal	leave until owning subsystem is clearer
itemQualityValueLine	16548	16553	6	normal	leave until owning subsystem is clearer
zoneTypeForMapCell	17107	17112	6	normal	leave until owning subsystem is clearer
rememberItemProvenance	17772	17777	6	normal	leave until owning subsystem is clearer
selectedInventoryItemName	17926	17931	6	normal	leave until owning subsystem is clearer
portableLightStatusLine	18228	18233	6	normal	leave until owning subsystem is clearer
factionMemberEquipmentAuthorityLine	18326	18331	6	normal	leave until owning subsystem is clearer
baseRosterCommandLine	18364	18369	6	normal	leave until owning subsystem is clearer
baseStorageAccessLine	18532	18537	6	normal	leave until owning subsystem is clearer
baseStorageCapacityPressureLine	18539	18544	6	normal	leave until owning subsystem is clearer
baseQuestProtectionLine	18546	18551	6	normal	leave until owning subsystem is clearer
baseDisplayName	18590	18595	6	normal	leave until owning subsystem is clearer
businessPermitCount	18691	18696	6	normal	leave until owning subsystem is clearer
noblePermitCost	18704	18709	6	normal	leave until owning subsystem is clearer
runBaseRaidDrill	18824	18829	6	normal	leave until owning subsystem is clearer
npcProductionLines	19038	19043	6	normal	leave until owning subsystem is clearer
stimulantRiskLine	19263	19268	6	normal	leave until owning subsystem is clearer
setResolutionIndex	19967	19972	6	normal	leave until owning subsystem is clearer
setTargetFpsIndex	19988	19993	6	normal	leave until owning subsystem is clearer
toggleFrameLimiter	19995	20000	6	normal	leave until owning subsystem is clearer
setRenderQualityIndex	20010	20015	6	normal	leave until owning subsystem is clearer
applyWindowMode	20127	20132	6	normal	leave until owning subsystem is clearer
toggleInstantDialogueText	20231	20236	6	normal	leave until owning subsystem is clearer
adjustScreenShake	20238	20243	6	normal	leave until owning subsystem is clearer
buttonIsModalInteractive	20692	20697	6	normal	leave until owning subsystem is clearer
mouseMoved	21202	21207	6	normal	leave until owning subsystem is clearer
mouseDragged	21208	21213	6	normal	leave until owning subsystem is clearer
isGovernorCombatNpc	697	701	5	normal	leave until owning subsystem is clearer
noteCombatMusicActivity	703	707	5	normal	leave until owning subsystem is clearer
refreshNameLockedCandidateState	755	759	5	normal	leave until owning subsystem is clearer
clearExpiredPauseState	833	837	5	normal	leave until owning subsystem is clearer
setConsoleNumericFlag	934	938	5	normal	leave until owning subsystem is clearer
executeServerConsoleCommand	951	955	5	normal	leave until owning subsystem is clearer
saveGameSlot	979	983	5	normal	leave until owning subsystem is clearer
clampInteractCursorToAdjacent	1828	1832	5	normal	leave until owning subsystem is clearer
canScavengeFromCurrentRoom	1877	1881	5	normal	leave until owning subsystem is clearer
contractForTargetEntity	2092	2096	5	normal	leave until owning subsystem is clearer
humanoidBodyPlanLine	2121	2125	5	normal	leave until owning subsystem is clearer
governorHasTicket	2728	2732	5	normal	leave until owning subsystem is clearer
sleepFoodWaterCost	2816	2820	5	normal	leave until owning subsystem is clearer
changePendingSleepHours	2828	2832	5	normal	leave until owning subsystem is clearer
unconsciousScriptLoss	3066	3070	5	normal	leave until owning subsystem is clearer
wakePointLabel	3090	3094	5	normal	leave until owning subsystem is clearer
movementModeFatigueCost	3287	3291	5	normal	leave until owning subsystem is clearer
activeMotionStateLabel	3300	3304	5	normal	leave until owning subsystem is clearer
playerSlideOffsetPixels	3428	3432	5	normal	leave until owning subsystem is clearer
pruneTileMotions	3442	3446	5	normal	leave until owning subsystem is clearer
enforceEntityOccupancy	3855	3859	5	normal	leave until owning subsystem is clearer
cycleFireMode	4113	4117	5	normal	leave until owning subsystem is clearer
processExplosiveAndCorpseEcologyTick	4301	4305	5	normal	leave until owning subsystem is clearer
tileCanBeDamagedIntoDebris	4834	4838	5	normal	leave until owning subsystem is clearer
weaponAddsSleepPressure	5054	5058	5	normal	leave until owning subsystem is clearer
firstExistingPart	5134	5138	5	normal	leave until owning subsystem is clearer
activePortableLightRadius	5238	5242	5	normal	leave until owning subsystem is clearer
activePortableLightVisionBonus	5244	5248	5	normal	leave until owning subsystem is clearer
ensureLightLevelCache	5263	5267	5	normal	leave until owning subsystem is clearer
lightSourceCurrentlyEmitting	5349	5353	5	normal	leave until owning subsystem is clearer
lightLevelAt	5384	5388	5	normal	leave until owning subsystem is clearer
arbitesAuthorityText	6019	6023	5	normal	leave until owning subsystem is clearer
currentRoomUnclaimed	6159	6163	5	normal	leave until owning subsystem is clearer
targetedLoot	6216	6220	5	normal	leave until owning subsystem is clearer
tradeAskRumors	6373	6377	5	normal	leave until owning subsystem is clearer
logConversation	6464	6468	5	normal	leave until owning subsystem is clearer
selectedTradeOffer	6628	6632	5	normal	leave until owning subsystem is clearer
transferWorkflowPreviewLine	6744	6748	5	normal	leave until owning subsystem is clearer
sectorRailFare	7305	7309	5	normal	leave until owning subsystem is clearer
constructionPlacementResult	7650	7654	5	normal	leave until owning subsystem is clearer
productionInputReadLine	7838	7842	5	normal	leave until owning subsystem is clearer
productionOutputReadLine	7844	7848	5	normal	leave until owning subsystem is clearer
requiredMachineFor	8135	8139	5	normal	leave until owning subsystem is clearer
countCraftInput	8178	8182	5	normal	leave until owning subsystem is clearer
recruitCapacity	8270	8274	5	normal	leave until owning subsystem is clearer
availableRecruitLabor	8276	8280	5	normal	leave until owning subsystem is clearer
securityStaffCount	8282	8286	5	normal	leave until owning subsystem is clearer
selectedWorkerMachine	8315	8319	5	normal	leave until owning subsystem is clearer
selectedStaffingStation	8329	8333	5	normal	leave until owning subsystem is clearer
selectedStaffingWorker	8335	8339	5	normal	leave until owning subsystem is clearer
visibleGeneratedProductionJobs	8487	8491	5	normal	leave until owning subsystem is clearer
selectedGeneratedProductionJob	8493	8497	5	normal	leave until owning subsystem is clearer
cycleGeneratedJobCategoryFilter	8506	8510	5	normal	leave until owning subsystem is clearer
cycleGeneratedJobReadinessFilter	8512	8516	5	normal	leave until owning subsystem is clearer
canUseWorkbench	8718	8722	5	normal	leave until owning subsystem is clearer
contractBoardLine	8828	8832	5	normal	leave until owning subsystem is clearer
activeRepFaction	8834	8838	5	normal	leave until owning subsystem is clearer
findFactionStrategicPlanById	9005	9009	5	normal	leave until owning subsystem is clearer
selectedBankTerminalKind	9109	9113	5	normal	leave until owning subsystem is clearer
bankManagerPreview	9190	9194	5	normal	leave until owning subsystem is clearer
corridorBlockingTooClose	9999	10003	5	normal	leave until owning subsystem is clearer
currentAuditTraceStep	10681	10685	5	normal	leave until owning subsystem is clearer
multiplayerSaveFavorite	10771	10775	5	normal	leave until owning subsystem is clearer
inGameEditorPaletteCategory	11119	11123	5	normal	leave until owning subsystem is clearer
auditTileHasLight	11704	11708	5	normal	leave until owning subsystem is clearer
auditTileHasTransition	11725	11729	5	normal	leave until owning subsystem is clearer
introCrawlTextDurationMillis	12133	12137	5	normal	leave until owning subsystem is clearer
continueFromIntroCrawl	12165	12169	5	normal	leave until owning subsystem is clearer
knowledgeLeftPaneRect	12203	12207	5	normal	leave until owning subsystem is clearer
knowledgeRightPaneRect	12209	12213	5	normal	leave until owning subsystem is clearer
closeKnowledgeScreen	12275	12279	5	normal	leave until owning subsystem is clearer
selectedInfopediaAssetType	12709	12713	5	normal	leave until owning subsystem is clearer
isInventoryActionButton	14364	14368	5	normal	leave until owning subsystem is clearer
inventoryActionButtons	14370	14374	5	normal	leave until owning subsystem is clearer
mapCellW	14669	14673	5	normal	leave until owning subsystem is clearer
mapCellH	14675	14679	5	normal	leave until owning subsystem is clearer
trapAt	14870	14874	5	normal	leave until owning subsystem is clearer
hazardAt	14911	14915	5	normal	leave until owning subsystem is clearer
pruneCombatAnimations	14993	14997	5	normal	leave until owning subsystem is clearer
startCombatAnimation	14999	15003	5	normal	leave until owning subsystem is clearer
clearMouseMovementPreview	15141	15145	5	normal	leave until owning subsystem is clearer
cancelManualMovementPlan	15198	15202	5	normal	leave until owning subsystem is clearer
corridorLikeForArt	15620	15624	5	normal	leave until owning subsystem is clearer
roadLaneForArt	15714	15718	5	normal	leave until owning subsystem is clearer
roadLikeForArt	15724	15728	5	normal	leave until owning subsystem is clearer
underlayImageForOverlayGlyph	15747	15751	5	normal	leave until owning subsystem is clearer
toggleTacticalSlate	16091	16095	5	normal	leave until owning subsystem is clearer
promptLabel	16212	16216	5	normal	leave until owning subsystem is clearer
inventoryStackContextLine	16542	16546	5	normal	leave until owning subsystem is clearer
selectEquipmentSlot	16731	16735	5	normal	leave until owning subsystem is clearer
activeVisibleContracts	17039	17043	5	normal	leave until owning subsystem is clearer
contractTargetOnCurrentMapLayer	17056	17060	5	normal	leave until owning subsystem is clearer
traderShelfContainerId	17606	17610	5	normal	leave until owning subsystem is clearer
recruitRosterLine	18371	18375	5	normal	leave until owning subsystem is clearer
baseDefenseAttentionCount	18495	18499	5	normal	leave until owning subsystem is clearer
baseLabOrChemCount	18501	18505	5	normal	leave until owning subsystem is clearer
baseDecorRating	18652	18656	5	normal	leave until owning subsystem is clearer
businessAddonRating	18658	18662	5	normal	leave until owning subsystem is clearer
cargoNetworkCapacity	18668	18672	5	normal	leave until owning subsystem is clearer
consumeBusinessPermit	18698	18702	5	normal	leave until owning subsystem is clearer
illegalBusinessCount	18772	18776	5	normal	leave until owning subsystem is clearer
openBusinessCount	18778	18782	5	normal	leave until owning subsystem is clearer
baseRaidChance	18788	18792	5	normal	leave until owning subsystem is clearer
provenanceFromNpcSite	19045	19049	5	normal	leave until owning subsystem is clearer
applyFactionMarketPressureFromProduction	19059	19063	5	normal	leave until owning subsystem is clearer
changeSfxVolume	19930	19934	5	normal	leave until owning subsystem is clearer
changeMusicVolume	19935	19939	5	normal	leave until owning subsystem is clearer
changeConversationVolume	19940	19944	5	normal	leave until owning subsystem is clearer
toggleGraphicsDropdown	19955	19959	5	normal	leave until owning subsystem is clearer
setWindowMode	19961	19965	5	normal	leave until owning subsystem is clearer
setColorPreset	19982	19986	5	normal	leave until owning subsystem is clearer
cycleLightingFx	20017	20021	5	normal	leave until owning subsystem is clearer
toggleReducedMotion	20023	20027	5	normal	leave until owning subsystem is clearer
applyQoL	20029	20033	5	normal	leave until owning subsystem is clearer
requiredInputAction	20284	20288	5	normal	leave until owning subsystem is clearer
beginWindowModeReconfigure	582	585	4	normal	leave until owning subsystem is clearer
selectedInteractionIsCot	1852	1855	4	normal	leave until owning subsystem is clearer
portableLightAt	1872	1875	4	normal	leave until owning subsystem is clearer
showPetFeedback	2343	2346	4	normal	leave until owning subsystem is clearer
shrinePreview	2477	2480	4	normal	leave until owning subsystem is clearer
imperialShrineName	2482	2485	4	normal	leave until owning subsystem is clearer
chaosShrineName	2487	2490	4	normal	leave until owning subsystem is clearer
playerFaction	2558	2561	4	normal	leave until owning subsystem is clearer
machinePowered	2562	2565	4	normal	leave until owning subsystem is clearer
governorAudienceFee	2734	2737	4	normal	leave until owning subsystem is clearer
fireModeLabel	4108	4111	4	normal	leave until owning subsystem is clearer
weaponLoadKey	4121	4124	4	normal	leave until owning subsystem is clearer
npcLoadedShotsForWeapon	4176	4179	4	normal	leave until owning subsystem is clearer
npcReserveReloadsForWeapon	4181	4184	4	normal	leave until owning subsystem is clearer
npcWeaponCapacity	4186	4189	4	normal	leave until owning subsystem is clearer
ammoStatusForWeapon	4198	4201	4	normal	leave until owning subsystem is clearer
firstCarriedExplosiveItem	4232	4235	4	normal	leave until owning subsystem is clearer
randomBodyHitLocation	4948	4951	4	normal	leave until owning subsystem is clearer
activeFaction	5191	5194	4	normal	leave until owning subsystem is clearer
stat	5233	5236	4	normal	leave until owning subsystem is clearer
isMachineOrEquipmentName	5344	5347	4	normal	leave until owning subsystem is clearer
blocksLineOfSight	5855	5858	4	normal	leave until owning subsystem is clearer
arbitesNobleOrCivilZone	5997	6000	4	normal	leave until owning subsystem is clearer
hasOffworldTicket	7253	7256	4	normal	leave until owning subsystem is clearer
baseObjectAt	7553	7556	4	normal	leave until owning subsystem is clearer
buildTurns	7682	7685	4	normal	leave until owning subsystem is clearer
buildFailureChance	7687	7690	4	normal	leave until owning subsystem is clearer
hasBaseObject	8045	8048	4	normal	leave until owning subsystem is clearer
firstBaseObject	8050	8053	4	normal	leave until owning subsystem is clearer
machineQualityTier	8188	8191	4	normal	leave until owning subsystem is clearer
firstAvailableRecruitName	8567	8570	4	normal	leave until owning subsystem is clearer
activeContractFor	8840	8843	4	normal	leave until owning subsystem is clearer
currentZoneKey	8893	8896	4	normal	leave until owning subsystem is clearer
factionStockContainerId	8956	8959	4	normal	leave until owning subsystem is clearer
containerItemCount	8972	8975	4	normal	leave until owning subsystem is clearer
stolenJournalItemName	9028	9031	4	normal	leave until owning subsystem is clearer
selectedBankProfile	9104	9107	4	normal	leave until owning subsystem is clearer
inventoryWeight	9799	9802	4	normal	leave until owning subsystem is clearer
isBlockingFeatureCandidate	9982	9985	4	normal	leave until owning subsystem is clearer
continueFromZoneSplash	10081	10084	4	normal	leave until owning subsystem is clearer
inGameEditorRef	11071	11074	4	normal	leave until owning subsystem is clearer
inGameEditorOuterRect	11099	11102	4	normal	leave until owning subsystem is clearer
zoneAuditDropdownInnerRect	11747	11750	4	normal	leave until owning subsystem is clearer
selectedKnowledgeNode	12186	12189	4	normal	leave until owning subsystem is clearer
knowledgeBranchBarRect	12198	12201	4	normal	leave until owning subsystem is clearer
panKnowledgeTree	12233	12236	4	normal	leave until owning subsystem is clearer
isAssetInfopediaTab	12704	12707	4	normal	leave until owning subsystem is clearer
graphicsDropdownInnerRect	14301	14304	4	normal	leave until owning subsystem is clearer
commandPanelInnerSafeRect	14306	14309	4	normal	leave until owning subsystem is clearer
saveLoadButtonSafeRect	14454	14457	4	normal	leave until owning subsystem is clearer
uiLayout	14583	14586	4	normal	leave until owning subsystem is clearer
auditTileIconPixels	14685	14688	4	normal	leave until owning subsystem is clearer
weaponIsMeleeAnimation	15018	15021	4	normal	leave until owning subsystem is clearer
confirmManualMovementPlan	15193	15196	4	normal	leave until owning subsystem is clearer
selectedLookNpc	15417	15420	4	normal	leave until owning subsystem is clearer
isTerrainGlyphForArt	15734	15737	4	normal	leave until owning subsystem is clearer
contextPromptLine	16207	16210	4	normal	leave until owning subsystem is clearer
drawPause	16228	16231	4	render	render helper candidate
itemLikelyActionLine	16565	16568	4	normal	leave until owning subsystem is clearer
findScrollRegion	17232	17235	4	normal	leave until owning subsystem is clearer
hoveredButtonDescription	17574	17577	4	normal	leave until owning subsystem is clearer
nextItemInstanceId	17648	17651	4	normal	leave until owning subsystem is clearer
addInventoryItem	17670	17673	4	normal	leave until owning subsystem is clearer
addBaseStorageItem	17675	17678	4	normal	leave until owning subsystem is clearer
auditItemLedgers	17767	17770	4	normal	leave until owning subsystem is clearer
provenanceSummaryForItem	17805	17808	4	normal	leave until owning subsystem is clearer
removeInventoryAtWithTrace	17868	17871	4	normal	leave until owning subsystem is clearer
