function	count	file_count	classes	paths
key	5	5	DisplayChoice, TileBuildRecipe, ZoneFactionStockTracker, ZonePopulationTracker, ZoneProductionTracker	src/mechanist/BlueprintConstructionAuthority.java, src/mechanist/GameOptionsFramework.java, src/mechanist/ZoneFactionStockTracker.java, src/mechanist/ZonePopulationTracker.java, src/mechanist/ZoneProductionTracker.java
keyFor	2	2	ConstructionPlacementFeedbackAuthority, SinglePlayerSectorRuntimeBridge	src/mechanist/ConstructionPlacementFeedbackAuthority.java, src/mechanist/SinglePlayerSectorRuntimeBridge.java
keyPressed	2	2	GamePanelKeyController, KeyboardInputBridge	src/mechanist/GamePanelKeyController.java, src/mechanist/KeyboardInputBridge.java
keyboardPromptFor	2	2	ControlReferenceTextSubsystem, LayerH	src/mechanist/ControlReferenceTextSubsystem.java, src/mechanist/LayerH.java
label	18	8	AccessGranted, AcquisitionAndSync, ClientHotRestart, Disconnected, DisplayChoice, FactionRankEntry, IdentityVerification, IntegrityChallenge, LiveWorldInitialization, ManifestDelivery, MapLayerSurfaceAuthority, Result, SquareCommandAction	src/mechanist/CharacterIdentityFramework.java, src/mechanist/EconomicTopologyMapIntelBridgeAuthority.java, src/mechanist/EconomicTopologyReportingOverlayAuthority.java, src/mechanist/GameOptionsFramework.java, src/mechanist/MapLayerSurfaceAuthority.java, src/mechanist/RetargetReadinessAuditAuthority.java, src/mechanist/SecureHandshakeStateMachine.java, src/mechanist/ui/SquareCommandAction.java
labelFor	3	3	AssetManager, PersonnelPopulationApi, Result	src/mechanist/PopulationPersonnelFramework.java, src/mechanist/RoomFixtureInteractionAuthority.java, src/mechanist/assets/AssetManager.java
latestSnapshot	2	2	MutationCommit, SinglePlayerSectorRuntimeBridge	src/mechanist/AuthoritativeWorldRuntime.java, src/mechanist/SinglePlayerSectorRuntimeBridge.java
latestWorldSnapshot	2	2	MutationCommit, SinglePlayerSectorRuntimeBridge	src/mechanist/AuthoritativeWorldRuntime.java, src/mechanist/SinglePlayerSectorRuntimeBridge.java
ledgerLines	5	1	ActorAccessAuthority, FacilityOutputModifierAuthority, PersistentStockContainerAuthority, PersistentStockPickupUxAuthority, ProductionContainerAuthority	src/mechanist/ProductionAuthorityFramework.java
lerp	2	2	PerlinNoiseAuthority, VisualJuiceFramework	src/mechanist/PerlinNoiseAuthority.java, src/mechanist/VisualJuiceFramework.java
lines	15	3	ActorAccessAudit, AuthorityAlignmentAudit, BuildRequirementCostAudit, ChemicalEquipmentAudit, ControlledProductionJobAudit, FacilityOutputModifierAudit, FactionRecipeVariantAudit, LiveProductionPlacementAudit, PersistentStockContainerAudit, PersistentStockPickupUxAudit, ProductionContainerAuthorityAudit, ProductionLedgerDisplayAudit, Profile, RecipeGraphAudit, RuntimeProfile	src/mechanist/ProductionAuthorityFramework.java, src/mechanist/RuntimeProfile.java, src/mechanist/UserProfileAuthority.java
list	3	3	Entry, ZonePurposeProfile, exists	src/mechanist/EconomicTopologyFramework.java, src/mechanist/LogisticsContractLifecycleAuthority.java, src/mechanist/NameLockedProfilePortraitAuthority.java
load	10	7	DynamicMusicManager, GameOptions, ImageCache, JoinIdentity, MultiplayerMenuController, PartitionAudit, RuntimeConfig, SoundManager	src/mechanist/AudioRuntimeFramework.java, src/mechanist/ClientLauncherContext.java, src/mechanist/GameOptionsFramework.java, src/mechanist/JvmRuntimeProfileAuthority.java, src/mechanist/MediaRuntimeFramework.java, src/mechanist/MultiplayerMenuController.java, src/mechanist/PortraitSemanticAssetAuthority.java
loadDefault	3	3	AssetRegistry, GeneratedAssetRuntime, PartitionAudit	src/mechanist/PortraitSemanticAssetAuthority.java, src/mechanist/assets/AssetRegistry.java, src/mechanist/assets/GeneratedAssetRuntime.java
loadMappingAsync	2	1	CrashDeobfuscatorEngine	src/mechanist/CrashDeobfuscatorEngine.java
loadOrCreate	4	3	CampaignWorldApi, CharacterSaveManager, LocalProfile	src/mechanist/CharacterSaveManager.java, src/mechanist/FallbackProfileManagementAuthority.java, src/mechanist/WorldSimulationFramework.java
localSurface	3	3	Result	src/mechanist/EconomicTopologyMapIntelBridgeAuthority.java, src/mechanist/EconomicTopologyReportingOverlayAuthority.java, src/mechanist/RetargetReadinessAuditAuthority.java
locationKey	3	3	CorridorComponent, NpcFactionSite, WorldEconomyInitializationAuthority	src/mechanist/FactionServicesFramework.java, src/mechanist/WorldEconomyInitializationAuthority.java, src/mechanist/WorldRuntimeGenerationFramework.java
looksLikeUri	2	2	AssetManager, AssetRegistry	src/mechanist/assets/AssetManager.java, src/mechanist/assets/AssetRegistry.java
low	5	1	ChemicalEquipmentAuthority, FactionRecipeVariantApi, IndustrialRecipeProfile, LiveProductionPlacementAuthority, ProductionLedgerDisplayApi	src/mechanist/ProductionAuthorityFramework.java
main	23	23	FactionContractDisplaySmoke, GameTest, Gate3PlayerFacingTextSmokeSuite, Gate3PresentationAuditSmoke, MechanistServerMain, PlayerFacingActionTextSmoke, PlayerFacingCopySanitizerSmoke, PlayerFacingDenialTextSmoke, PlayerFacingEventLogTextSmoke, PlayerFacingInspectionTextSmoke, PlayerFacingListRowTextSmoke, PlayerFacingMenuOptionTextSmoke, PlayerFacingPanelBodySmoke, PlayerFacingTextWrapSmoke, PlayerFacingTooltipTextSmoke, PlayerFacingUiTextSmoke, SemanticAssetPathAudit, SimulationEditorSuiteMain, SquareCommandBarDemo, TheMechanist	src/mechanist/FactionContractDisplaySmoke.java, src/mechanist/GameTest.java, src/mechanist/Gate3PlayerFacingTextSmokeSuite.java, src/mechanist/Gate3PresentationAuditSmoke.java, src/mechanist/MechanistServerMain.java, src/mechanist/PlayerFacingActionTextSmoke.java, src/mechanist/PlayerFacingCopySanitizerSmoke.java, src/mechanist/PlayerFacingDenialTextSmoke.java, src/mechanist/PlayerFacingEventLogTextSmoke.java, src/mechanist/PlayerFacingInspectionTextSmoke.java, src/mechanist/PlayerFacingListRowTextSmoke.java, src/mechanist/PlayerFacingMenuOptionTextSmoke.java, src/mechanist/PlayerFacingPanelBodySmoke.java, src/mechanist/PlayerFacingTextWrapSmoke.java, src/mechanist/PlayerFacingTooltipTextSmoke.java, src/mechanist/PlayerFacingUiTextSmoke.java, src/mechanist/SimulationEditorSuite.java, src/mechanist/TheMechanist.java, src/mechanist/TheMechanistServer.java, src/mechanist/WindowsLaunchHealthCheck.java
makeProfiles	3	2	DefenseProfile, FactionRosterAuthority, JobProfile	src/mechanist/CharacterIdentityFramework.java, src/mechanist/DefenseSemanticIntegration.java
manhattanCorridorPath	2	1	ConnectionChoice, WorldGenerationApi	src/mechanist/WorldRuntimeGenerationFramework.java
manualFallbackAllowed	2	1	ControlledProductionJobAuthority, LiveProductionPlacementAuthority	src/mechanist/ProductionAuthorityFramework.java
manualFatigueCost	2	1	ControlledProductionJobAuthority	src/mechanist/ProductionAuthorityFramework.java
manualTurnCost	2	1	ControlledProductionJobAuthority	src/mechanist/ProductionAuthorityFramework.java
map	3	3	ItemSemanticAssetAuthority, ModDataMappingVerifier, ObjectSemanticAssetAuthority	src/mechanist/ItemSemanticAssetAuthority.java, src/mechanist/ModDataMappingVerifier.java, src/mechanist/ObjectSemanticAssetAuthority.java
markCorridorArtUsesNorthSouth	2	2	GlyphBinder, TileImageRegistry	src/mechanist/GlyphBinder.java, src/mechanist/TileImageRegistry.java
matchFacilityForRoom	2	2	FacilityLinkedRoomCacheApi, ZoneFacilityHistoryApi	src/mechanist/ContainerTradeFramework.java, src/mechanist/WorldSimulationFramework.java
message	4	4	Context, Kind, State	src/mechanist/PlayerFacingDenialText.java, src/mechanist/server/admin/ServerAdminEvent.java, src/mechanist/server/admin/ServerMaintenanceResult.java, src/mechanist/server/admin/ServerUpdateStatus.java
metadata	3	3	AssetManager, SemanticAssetResolver, SimulationEditorRepository	src/mechanist/SimulationEditorRepository.java, src/mechanist/assets/AssetManager.java, src/mechanist/assets/SemanticAssetResolver.java
migrationChecklist	2	2	BlueprintGovernanceSpec, RuntimeWindowState	src/mechanist/ConstructionGovernanceAuthority.java, src/mechanist/UniversalWindowAuthority.java
missingAssetIcon	2	1	AssetManager	src/mechanist/assets/AssetManager.java
mode	3	3	CvdMode, TickTarget, WindowModeSurfaceAuthority	src/mechanist/AccessibilityCompatibilityAuthority.java, src/mechanist/GameOptionsFramework.java, src/mechanist/WorldSimulationClock.java
modified	2	2	ServerMaintenanceService, ServerRuntimeStatusProvider	src/mechanist/server/admin/ServerMaintenanceService.java, src/mechanist/server/admin/ServerRuntimeStatusProvider.java
name	2	2	EditableEntity, KnowledgeNode	src/mechanist/KnowledgeNode.java, src/mechanist/SimulationEditorRepository.java
names	3	3	ItemCatalog, LinkCatalog, familiarity	src/mechanist/ItemEconomyFramework.java, src/mechanist/KnowledgeQualityFramework.java, src/mechanist/SimulationEditorSuite.java
nearestUnoccupiedWalkableTo	2	1	CorridorComponent	src/mechanist/WorldRuntimeGenerationFramework.java
newRecord	2	2	exists, expired	src/mechanist/LogisticsContractLifecycleAuthority.java, src/mechanist/LogisticsManualHaulExecutionAuthority.java
node	2	2	ResearchTree, UnlockResult	src/mechanist/KnowledgeTree.java, src/mechanist/modapi/ResearchTree.java
nodes	2	2	ResearchTree, UnlockResult	src/mechanist/KnowledgeTree.java, src/mechanist/modapi/ResearchTree.java
normalize	5	5	Entry, JoinIdentityRecord, ObjectSemanticAssetAuthority, RuntimePathResolver, ServerMaintenanceService	src/mechanist/NameLockedProfilePortraitAuthority.java, src/mechanist/ObjectSemanticAssetAuthority.java, src/mechanist/RuntimePathResolver.java, src/mechanist/launcher/LauncherServerJoinIdentityBridge.java, src/mechanist/server/admin/ServerMaintenanceService.java
normalizeAlias	2	2	TileImageRegistry, TileSemanticAssetAuthority	src/mechanist/TileImageRegistry.java, src/mechanist/TileSemanticAssetAuthority.java
normalizeFaction	2	2	FactionInventoryStockAuthority, PersonnelPopulationApi	src/mechanist/FactionInventoryStockAuthority.java, src/mechanist/PopulationPersonnelFramework.java
notBlank	2	2	LauncherProfile, WrapperEnvironment	src/mechanist/launcher/LauncherFallbackProfileAuthority.java, src/mechanist/launcher/LauncherWrapperDetector.java
noteFor	6	2	FactionRecipeVariantApi, PopulationWorkAssignmentApi, ProductionFacilityOutputSimulationApi, generated, production	src/mechanist/ProductionAuthorityFramework.java, src/mechanist/WorldSimulationFramework.java
of	4	4	GamepadControllerSnapshot, ItemProvenanceRecord, LogisticsVehicleAsset, PlayerHandle	src/mechanist/FactionLogisticsExecutionManager.java, src/mechanist/GamepadControllerSnapshot.java, src/mechanist/ItemEconomyFramework.java, src/mechanist/SectorManager.java
ok	3	3	CheckResult, ItemActionResult, Result	src/mechanist/ItemEconomyFramework.java, src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java, src/mechanist/SelfEntombmentConstructionAuthority.java
onOff	4	4	CvdMode, DisplayScaleOptionsSubsystem, GameplayQualityOfLifeAuthority, TileBuildRecipe	src/mechanist/AccessibilityCompatibilityAuthority.java, src/mechanist/BlueprintConstructionAuthority.java, src/mechanist/DisplayScaleOptionsSubsystem.java, src/mechanist/GameplayQualityOfLifeAuthority.java
open	2	2	IntegratedLocalMultiplayerHost, RuntimeWindowState	src/mechanist/IntegratedLocalMultiplayerHost.java, src/mechanist/UniversalWindowAuthority.java
openWindow	2	2	AdminDeobfuscatorPanel, SimulationEditorSuite	src/mechanist/AdminDeobfuscatorPanel.java, src/mechanist/SimulationEditorSuite.java
option	2	2	PlayerFacingMenuOptionText, PlayerFacingText	src/mechanist/PlayerFacingMenuOptionText.java, src/mechanist/PlayerFacingText.java
optionColor	2	2	LayerF, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerF.java
optionLines	3	3	CvdMode, GameplayQualityOfLifeAuthority, TileBuildRecipe	src/mechanist/AccessibilityCompatibilityAuthority.java, src/mechanist/BlueprintConstructionAuthority.java, src/mechanist/GameplayQualityOfLifeAuthority.java
ordered	2	2	DisconnectAction, Result	src/mechanist/EconomicTopologyReportingOverlayAuthority.java, src/mechanist/PlayerBehaviorMonitor.java
paint	5	5	BootSurfacePainter, IntroCrawlSurfacePainter, LoadingSurfacePainter, MainMenuSurfacePainter, MultiplayerSurfacePainter	src/mechanist/BootSurfacePainter.java, src/mechanist/IntroCrawlSurfacePainter.java, src/mechanist/LoadingSurfacePainter.java, src/mechanist/MainMenuSurfacePainter.java, src/mechanist/MultiplayerSurfacePainter.java
parse	17	7	ApplicationRuntimeMode, EnvironmentalHazardRecord, FactionContract, FactionStrategicPlan, NpcFactionSite, PersonnelProvenanceRecord, PersonnelReplacementRequest, PlayerNewsEvent, PortableLightInstance, ProGuardMapParser, RecruitWorker, Rejected, RoomPopulationLedger, ServerOptions, TrapRecord, ZoneLightSourceRecord, ZoneNoiseSourceRecord	src/mechanist/ApplicationRuntimeMode.java, src/mechanist/EnvironmentSensesFramework.java, src/mechanist/FactionServicesFramework.java, src/mechanist/HandshakeNetworkFrame.java, src/mechanist/PopulationPersonnelFramework.java, src/mechanist/ProGuardMapParser.java, src/mechanist/TheMechanistServer.java
parseAsync	2	1	ProGuardMapParser	src/mechanist/ProGuardMapParser.java
parseEndpoint	2	1	NetworkPortAuthority	src/mechanist/NetworkPortAuthority.java
parseInt	6	6	ActivationReport, GameplayConsoleCommandAuthority, LocalWorldSaveStateSeparator, ProfileRegistrationException, RuntimeConfig, ServerRuntime	src/mechanist/FallbackProfileManagementAuthority.java, src/mechanist/GameplayConsoleCommandAuthority.java, src/mechanist/JvmRuntimeProfileAuthority.java, src/mechanist/LocalWorldSaveStateSeparator.java, src/mechanist/MechanistServerMain.java, src/mechanist/SystemdSocketActivationBridge.java
parseLong	2	2	ModPackagingPanel, ServerRuntime	src/mechanist/MechanistServerMain.java, src/mechanist/SimulationEditorSuite.java
parsePort	2	2	NetworkPortAuthority, ServerOptions	src/mechanist/NetworkPortAuthority.java, src/mechanist/TheMechanistServer.java
pass	2	1	ActorAccessAudit, ProductionLedgerDisplayApi	src/mechanist/ProductionAuthorityFramework.java
passed	12	1	AuthorityAlignmentAudit, BuildRequirementCostAudit, ChemicalEquipmentAudit, ControlledProductionJobAudit, FacilityOutputModifierAudit, FactionRecipeVariantAudit, LiveProductionPlacementAudit, PersistentStockContainerAudit, PersistentStockPickupUxAudit, ProductionContainerAuthorityAudit, ProductionLedgerDisplayAudit, RecipeGraphAudit	src/mechanist/ProductionAuthorityFramework.java
pause	2	2	BackgroundIoGate, TickTarget	src/mechanist/ServerPerformanceMonitor.java, src/mechanist/WorldSimulationClock.java
pct	2	2	DisplayDensityAuthority, OptionsBoundaryAuthority	src/mechanist/DisplayDensityAuthority.java, src/mechanist/GameOptionsFramework.java
phase	9	1	AccessGranted, AcquisitionAndSync, ClientHotRestart, Disconnected, IdentityVerification, IntegrityChallenge, LiveWorldInitialization, ManifestDelivery, WorldSnapshotSerializer	src/mechanist/SecureHandshakeStateMachine.java
pick	13	9	CharacterCreationAuthority, FactionStrategicPlan, PopulationWorkAssignmentApi, Result, Variant, VehicleProfile, VendingDefinition, WorldNamingApi, for, generated, security	src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/CharacterIdentityFramework.java, src/mechanist/DoorType.java, src/mechanist/FactionServicesFramework.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/PopulationPersonnelFramework.java, src/mechanist/PublicServiceMediaAuthority.java, src/mechanist/RoadTransitFixtureAuthority.java, src/mechanist/WorldSimulationFramework.java
pickType	3	3	Variant	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/NobleEstateSecurityFixtureAuthority.java
policySummary	2	2	NetworkPortAuthority, Result	src/mechanist/NetworkPortAuthority.java, src/mechanist/WorldRuntimeGenerationFramework.java
polylinePath	2	1	World, WorldGenerationApi	src/mechanist/WorldRuntimeGenerationFramework.java
poolFor	2	2	DataSpikeChance, PersonnelProvenanceApi	src/mechanist/ContainerTradeFramework.java, src/mechanist/PopulationPersonnelFramework.java
prerequisitesMet	2	1	UnlockResult	src/mechanist/KnowledgeTree.java
primaryCirculation	2	2	Result	src/mechanist/EconomicGenerationBiasAuthority.java, src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java
profile	6	6	FactionRosterAuthority, Layout, OperationRecord, PassiveDefenseEffectsAuthority, PortableLightProfile, QualityAuthorityApi	src/mechanist/CharacterIdentityFramework.java, src/mechanist/EnvironmentSensesFramework.java, src/mechanist/KnowledgeQualityFramework.java, src/mechanist/MachineOperationQueue.java, src/mechanist/PassiveDefenseEffectsAuthority.java, src/mechanist/RenderScalingCrtAuthority.java
profileFor	3	3	IndustrialRecipeProfile, Result, ZonePurposeProfile	src/mechanist/EconomicTopologyFramework.java, src/mechanist/EnvironmentSensesFramework.java, src/mechanist/ProductionAuthorityFramework.java
profiles	5	4	ChemicalEquipmentAuthority, DefenseProfile, MachineTierAuthority, OperationRecord, QualityAuthorityApi	src/mechanist/DefenseSemanticIntegration.java, src/mechanist/KnowledgeQualityFramework.java, src/mechanist/MachineOperationQueue.java, src/mechanist/ProductionAuthorityFramework.java
project	4	1	BillboardSpriteRenderer, FirstPersonRenderViewport, ParticleSplashSystem, ThreeDimensionalProjectileRenderer	src/mechanist/FirstPerson3DFramework.java
projectRoot	2	2	AssetRegistry, GeneratedAssetRuntime	src/mechanist/assets/AssetRegistry.java, src/mechanist/assets/GeneratedAssetRuntime.java
pushCurrentScreenNarration	2	2	AccessibilityRuntimeOptionsSubsystem, LayerF	src/mechanist/AccessibilityRuntimeOptionsSubsystem.java, src/mechanist/LayerF.java
put	4	4	KeyBindingManager, Persistence, SoundManager, ZonePurposeProfile	src/mechanist/AudioRuntimeFramework.java, src/mechanist/EconomicTopologyFramework.java, src/mechanist/PersistenceFramework.java, src/mechanist/input/KeyBindingManager.java
random	2	2	Candidate, ZoneType	src/mechanist/CharacterIdentityFramework.java, src/mechanist/ZoneType.java
read	2	2	ImageCache, WorldGenerationProgressApi	src/mechanist/MediaRuntimeFramework.java, src/mechanist/WorldSimulationFramework.java
readInt	2	2	PlayerFactionAutonomousTickAuthority, PlayerNpcCommandParityAuthority	src/mechanist/PlayerFactionAutonomousTickAuthority.java, src/mechanist/PlayerNpcCommandParityAuthority.java
readableButtonHeight	2	2	DisplayScaleOptionsSubsystem, LayerI	src/mechanist/DisplayScaleOptionsSubsystem.java, src/mechanist/LayerI.java
readableGap	2	2	DisplayScaleOptionsSubsystem, LayerI	src/mechanist/DisplayScaleOptionsSubsystem.java, src/mechanist/LayerI.java
realAddress	2	2	MultiplayerJoinPanel, StreamSafeTextFields	src/mechanist/net/MultiplayerJoinPanel.java, src/mechanist/net/StreamSafeTextFields.java
reason	13	3	AdminAddMoneyCommand, AdminAdvanceTurnCommand, AdminSpawnItemCommand, AdminTeleportCommand, BackgroundIoGate, ChangeZoneCommand, ConfirmCombatCommand, ConfirmInteractionCommand, MovePlayerCommand, State, UnequipEquipmentCommand, UseInventoryCommand, WaitCommand	src/mechanist/ServerPerformanceMonitor.java, src/mechanist/WorldCommandRequest.java, src/mechanist/server/admin/ServerRestartPlan.java
reconcile	2	1	PredictedLocalController	src/mechanist/PredictedLocalController.java
record	9	6	DisconnectAction, ProductionQueueRecordBridge, Recorder, SecurityExceptionWatchdog, ServerAdminLog, WorldGenerationProgressApi	src/mechanist/IntrusionDetectionEngine.java, src/mechanist/PlayerBehaviorMonitor.java, src/mechanist/ProductionQueueRecordBridge.java, src/mechanist/SectorGenerationTraceAuthority.java, src/mechanist/WorldSimulationFramework.java, src/mechanist/server/admin/ServerAdminLog.java
recordExternalDemand	2	2	FactionProductionTracker, ZoneProductionTracker	src/mechanist/FactionProductionTracker.java, src/mechanist/ZoneProductionTracker.java
recordFrame	2	2	FrameLimiterEngine, PerformanceDiagnosticsOverlayAuthority	src/mechanist/FramePacingAndStressFramework.java, src/mechanist/PerformanceDiagnosticsOverlayAuthority.java
recordInternalNeed	2	2	FactionProductionTracker, ZoneProductionTracker	src/mechanist/FactionProductionTracker.java, src/mechanist/ZoneProductionTracker.java
recordProduction	2	2	FactionProductionTracker, ZoneProductionTracker	src/mechanist/FactionProductionTracker.java, src/mechanist/ZoneProductionTracker.java
refresh	3	3	LocalHostSettingsPanel, ProfileDialog, ScopeTableModel	src/mechanist/FallbackProfileManagementAuthority.java, src/mechanist/LocalHostPanels.java, src/mechanist/SimulationEditorSuite.java
register	7	7	Definition, DynamicMusicManager, OperationRecord, PassiveDefenseEffectsAuthority, PrecursorInfopediaMod, RuntimeWindowState, SimulationModRuntime	src/mechanist/AudioRuntimeFramework.java, src/mechanist/FixtureInteractionRegistry.java, src/mechanist/MachineOperationQueue.java, src/mechanist/PassiveDefenseEffectsAuthority.java, src/mechanist/UniversalWindowAuthority.java, src/mechanist/modapi/SimulationModRuntime.java, src/mechanist/modapi/examples/PrecursorInfopediaMod.java
registerDefaults	2	2	BlueprintGovernanceSpec, RuntimeWindowState	src/mechanist/ConstructionGovernanceAuthority.java, src/mechanist/UniversalWindowAuthority.java
registerRoom	2	2	BlueprintGovernanceSpec, SimulationContext	src/mechanist/ConstructionGovernanceAuthority.java, src/mechanist/modapi/SimulationContext.java
reject	3	3	BlueprintGovernanceSpec, Recorder, ServerGate	src/mechanist/ConstructionGovernanceAuthority.java, src/mechanist/HandshakeHotRestartCoordinator.java, src/mechanist/SectorGenerationTraceAuthority.java
rejectionReason	8	1	AdminAddMoneyCommand, AdminAdvanceTurnCommand, AdminSpawnItemCommand, AdminTeleportCommand, ConfirmCombatCommand, ConfirmInteractionCommand, MovePlayerCommand, UnequipEquipmentCommand	src/mechanist/WorldCommandRequest.java
release	2	2	FirstPersonMouseInput, SectorEntityPool	src/mechanist/FirstPerson3DFramework.java, src/mechanist/SectorManager.java
reload	2	2	JoinIdentity, PropertyTableModel	src/mechanist/ClientLauncherContext.java, src/mechanist/SimulationEditorSuite.java
remember	12	12	Anchor, BlueprintGovernanceSpec, CheckResult, ConstructionPlacementFeedbackAuthority, DeliveryIntentRecord, ManualHaulContractRecord, ManualHaulPreviewRecord, MultiplayerMenuController, OperationRecord, SourceNeed, a, exists	src/mechanist/ConstructionGovernanceAuthority.java, src/mechanist/ConstructionPlacementFeedbackAuthority.java, src/mechanist/LogisticsContractLifecycleAuthority.java, src/mechanist/LogisticsDeliveryIntentAuthority.java, src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java, src/mechanist/LogisticsManualHaulContractAuthority.java, src/mechanist/LogisticsManualHaulExecutionAuthority.java, src/mechanist/LogisticsRouteIntentAuthority.java, src/mechanist/LogisticsRouteReadinessPreviewAuthority.java, src/mechanist/LogisticsSourceReservationAuthority.java, src/mechanist/MachineOperationQueue.java, src/mechanist/MultiplayerMenuController.java
remove	3	3	EntityInterpolationBuffer, FactionPopulationTracker, ZonePopulationTracker	src/mechanist/EntityInterpolationBuffer.java, src/mechanist/FactionPopulationTracker.java, src/mechanist/ZonePopulationTracker.java
render	6	3	FirstPersonRenderViewport, LightSample, LightmapRenderer2D, ParticleSplashSystem, PrimitiveParticleEmitter2D, ThreeDimensionalProjectileRenderer	src/mechanist/FirstPerson3DFramework.java, src/mechanist/VisualJuiceFramework.java, src/mechanist/VisualLightingAuthority.java
reportSurface	2	2	Result	src/mechanist/EconomicTopologyMapIntelBridgeAuthority.java, src/mechanist/RetargetReadinessAuditAuthority.java
request	2	2	DynamicMusicManager, MultiplayerJoinPanel	src/mechanist/AudioRuntimeFramework.java, src/mechanist/net/MultiplayerJoinPanel.java
requestDoomModeToggle	2	2	DoomRuntimeOptionsSubsystem, LayerE	src/mechanist/DoomRuntimeOptionsSubsystem.java, src/mechanist/LayerE.java
requireText	4	4	KnowledgeNode, Position3, SquareCommandAction, points	src/mechanist/InventoryTransactionGuard.java, src/mechanist/KnowledgeNode.java, src/mechanist/PortraitSemanticAssetAuthority.java, src/mechanist/ui/SquareCommandAction.java
requiredInputAction	2	2	ControlReferenceTextSubsystem, LayerH	src/mechanist/ControlReferenceTextSubsystem.java, src/mechanist/LayerH.java
requiresAdminAuthority	4	1	AdminAddMoneyCommand, AdminAdvanceTurnCommand, AdminSpawnItemCommand, AdminTeleportCommand	src/mechanist/WorldCommandRequest.java
requiresUngatedPlayer	4	1	AdminAddMoneyCommand, AdminAdvanceTurnCommand, AdminSpawnItemCommand, AdminTeleportCommand	src/mechanist/WorldCommandRequest.java
resolutionLabel	2	1	GameOptions	src/mechanist/GameOptionsFramework.java
resolve	4	4	GeneratedAssetPathResolver, PlayerFactionAutonomousTickAuthority, Result, SpawnResolution	src/mechanist/PlayerFactionAutonomousTickAuthority.java, src/mechanist/SpawnPlacementResolver.java, src/mechanist/TileDataCompilationAuthority.java, src/mechanist/assets/GeneratedAssetPathResolver.java
resolveDeath	2	1	DeathResolution	src/mechanist/PlayerLifecycleService.java
resolveInside	2	2	Holder, SecurityPathGuard	src/mechanist/GameStorageManager.java, src/mechanist/SecurityPathGuard.java
resolvePath	3	3	AssetRegistry, GeneratedAssetRuntime, SemanticAssetResolver	src/mechanist/assets/AssetRegistry.java, src/mechanist/assets/GeneratedAssetRuntime.java, src/mechanist/assets/SemanticAssetResolver.java
restartRequired	2	2	State	src/mechanist/server/admin/ServerRestartPlan.java, src/mechanist/server/admin/ServerUpdateStatus.java
restoreHistory	8	8	Anchor, CheckResult, DeliveryIntentRecord, ManualHaulContractRecord, ManualHaulPreviewRecord, SourceNeed, a, exists	src/mechanist/LogisticsContractLifecycleAuthority.java, src/mechanist/LogisticsDeliveryIntentAuthority.java, src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java, src/mechanist/LogisticsManualHaulContractAuthority.java, src/mechanist/LogisticsManualHaulExecutionAuthority.java, src/mechanist/LogisticsRouteIntentAuthority.java, src/mechanist/LogisticsRouteReadinessPreviewAuthority.java, src/mechanist/LogisticsSourceReservationAuthority.java
resume	2	2	BackgroundIoGate, OperationRecord	src/mechanist/MachineOperationQueue.java, src/mechanist/ServerPerformanceMonitor.java
roleFor	2	2	NpcEntity, PopulationWorkAssignmentApi	src/mechanist/PopulationPersonnelFramework.java, src/mechanist/WorldSimulationFramework.java
room	2	2	DraftIndustrialRecipe, SimulationContext	src/mechanist/ProductionAuthorityFramework.java, src/mechanist/modapi/SimulationContext.java
roomLabel	10	10	PersonnelProvenanceApi, Variant	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/NobleEstateSecurityFixtureAuthority.java, src/mechanist/PopulationPersonnelFramework.java
roomStock	9	9	Variant	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/NobleEstateSecurityFixtureAuthority.java
